Date & Time,Temperature,Date
02-05-1996 01:00 AM,30,02-05-1996
02-05-1996 02:00 AM,29,02-05-1996
02-05-1996 03:00 AM,29,02-05-1996
02-05-1996 04:00 AM,28,02-05-1996
02-05-1996 05:00 AM,28,02-05-1996
02-05-1996 06:00 AM,27,02-05-1996
02-05-1996 07:00 AM,27,02-05-1996
02-05-1996 08:00 AM,28,02-05-1996
02-05-1996 09:00 AM,33,02-05-1996
02-17-1996 06:00 AM,34,02-17-1996
02-17-1996 07:00 AM,33,02-17-1996
02-17-1996 08:00 AM,34,02-17-1996
03-09-1996 05:00 AM,34,03-09-1996
03-09-1996 06:00 AM,33,03-09-1996
03-09-1996 07:00 AM,33,03-09-1996
12-20-1996 06:00 AM,34,12-20-1996
12-20-1996 07:00 AM,34,12-20-1996
12-20-1996 08:00 AM,34,12-20-1996
01-19-1997 12:00 AM,33,01-19-1997
01-19-1997 01:00 AM,32,01-19-1997
01-19-1997 02:00 AM,31,01-19-1997
01-19-1997 03:00 AM,27,01-19-1997
01-19-1997 04:00 AM,27,01-19-1997
01-19-1997 05:00 AM,29,01-19-1997
01-19-1997 06:00 AM,31,01-19-1997
01-19-1997 07:00 AM,33,01-19-1997
01-19-1997 08:00 AM,34,01-19-1997
01-06-1999 12:00 AM,33,01-06-1999
01-06-1999 01:00 AM,32,01-06-1999
01-06-1999 02:00 AM,32,01-06-1999
01-06-1999 03:00 AM,33,01-06-1999
01-06-1999 04:00 AM,32,01-06-1999
01-06-1999 05:00 AM,33,01-06-1999
01-06-1999 06:00 AM,33,01-06-1999
01-06-1999 07:00 AM,32,01-06-1999
01-27-2000 04:00 AM,34,01-27-2000
01-27-2000 05:00 AM,34,01-27-2000
01-27-2000 06:00 AM,33,01-27-2000
01-27-2000 07:00 AM,34,01-27-2000
12-20-2000 04:00 AM,33,12-20-2000
12-20-2000 05:00 AM,32,12-20-2000
12-20-2000 06:00 AM,30,12-20-2000
12-20-2000 07:00 AM,28,12-20-2000
12-20-2000 08:00 AM,28,12-20-2000
12-20-2000 09:00 AM,30,12-20-2000
12-20-2000 10:00 AM,32,12-20-2000
12-20-2000 11:00 AM,34,12-20-2000
12-31-2000 02:00 AM,34,12-31-2000
12-31-2000 03:00 AM,33,12-31-2000
12-31-2000 04:00 AM,32,12-31-2000
12-31-2000 05:00 AM,31,12-31-2000
12-31-2000 06:00 AM,30,12-31-2000
12-31-2000 07:00 AM,28,12-31-2000
12-31-2000 08:00 AM,30,12-31-2000
12-31-2000 09:00 AM,32,12-31-2000
01-01-2001 02:00 AM,32,01-01-2001
01-01-2001 03:00 AM,33,01-01-2001
01-01-2001 04:00 AM,32,01-01-2001
01-01-2001 05:00 AM,31,01-01-2001
01-01-2001 06:00 AM,32,01-01-2001
01-01-2001 07:00 AM,32,01-01-2001
01-01-2001 08:00 AM,34,01-01-2001
01-04-2001 07:00 AM,34,01-04-2001
01-05-2001 01:00 AM,34,01-05-2001
01-05-2001 03:00 AM,33,01-05-2001
01-05-2001 04:00 AM,34,01-05-2001
01-05-2001 05:00 AM,33,01-05-2001
01-05-2001 06:00 AM,32,01-05-2001
01-05-2001 07:00 AM,32,01-05-2001
01-05-2001 08:00 AM,29,01-05-2001
01-07-2001 02:00 AM,33,01-07-2001
01-07-2001 04:00 AM,31,01-07-2001
01-07-2001 05:00 AM,32,01-07-2001
01-07-2001 06:00 AM,33,01-07-2001
01-07-2001 07:00 AM,34,01-07-2001
01-07-2001 08:00 AM,33,01-07-2001
01-10-2001 04:00 AM,34,01-10-2001
01-10-2001 05:00 AM,33,01-10-2001
01-10-2001 06:00 AM,33,01-10-2001
01-10-2001 07:00 AM,34,01-10-2001
01-21-2001 07:00 AM,34,01-21-2001
01-21-2001 08:00 AM,34,01-21-2001
01-04-2002 04:00 AM,34,01-04-2002
01-04-2002 05:00 AM,33,01-04-2002
01-04-2002 06:00 AM,33,01-04-2002
01-04-2002 07:00 AM,32,01-04-2002
01-04-2002 08:00 AM,32,01-04-2002
01-04-2002 09:00 AM,34,01-04-2002
01-09-2002 03:00 AM,34,01-09-2002
01-09-2002 05:00 AM,33,01-09-2002
01-09-2002 06:00 AM,28,01-09-2002
01-09-2002 07:00 AM,27,01-09-2002
01-09-2002 08:00 AM,29,01-09-2002
02-28-2002 06:00 AM,34,02-28-2002
02-28-2002 07:00 AM,34,02-28-2002
01-08-2003 08:00 AM,33,01-08-2003
01-20-2003 04:00 AM,34,01-20-2003
01-24-2003 01:00 AM,34,01-24-2003
01-24-2003 02:00 AM,32,01-24-2003
01-24-2003 03:00 AM,31,01-24-2003
01-24-2003 04:00 AM,30,01-24-2003
01-24-2003 05:00 AM,29,01-24-2003
01-24-2003 06:00 AM,28,01-24-2003
01-24-2003 07:00 AM,28,01-24-2003
01-24-2003 08:00 AM,28,01-24-2003
01-24-2003 09:00 AM,30,01-24-2003
01-24-2003 10:00 AM,33,01-24-2003
01-25-2003 05:00 AM,34,01-25-2003
01-25-2003 07:00 AM,34,01-25-2003
01-24-2005 04:00 AM,34,01-24-2005
01-24-2005 05:00 AM,34,01-24-2005
01-24-2005 06:00 AM,33,01-24-2005
01-24-2005 07:00 AM,34,01-24-2005
01-24-2005 08:00 AM,34,01-24-2005
02-14-2006 06:00 AM,34,02-14-2006
01-02-2008 11:00 PM,34,01-02-2008
01-03-2008 12:00 AM,34,01-03-2008
01-03-2008 01:00 AM,34,01-03-2008
01-03-2008 02:00 AM,34,01-03-2008
01-03-2008 03:00 AM,33,01-03-2008
01-03-2008 04:00 AM,33,01-03-2008
01-03-2008 05:00 AM,31,01-03-2008
01-03-2008 06:00 AM,31,01-03-2008
01-03-2008 07:00 AM,31,01-03-2008
01-03-2008 08:00 AM,33,01-03-2008
01-21-2009 05:00 AM,34,01-21-2009
01-21-2009 06:00 AM,34,01-21-2009
01-21-2009 07:00 AM,32,01-21-2009
01-21-2009 08:00 AM,33,01-21-2009
01-22-2009 02:00 AM,34,01-22-2009
01-22-2009 03:00 AM,33,01-22-2009
01-22-2009 04:00 AM,31,01-22-2009
01-22-2009 05:00 AM,33,01-22-2009
01-22-2009 06:00 AM,32,01-22-2009
01-22-2009 07:00 AM,31,01-22-2009
01-22-2009 08:00 AM,33,01-22-2009
01-23-2009 05:00 AM,32,01-23-2009
01-23-2009 07:00 AM,33,01-23-2009
02-05-2009 03:00 AM,33,02-05-2009
02-05-2009 04:00 AM,33,02-05-2009
02-05-2009 05:00 AM,32,02-05-2009
02-05-2009 06:00 AM,32,02-05-2009
02-05-2009 07:00 AM,30,02-05-2009
02-05-2009 08:00 AM,32,02-05-2009
02-06-2009 02:00 AM,34,02-06-2009
02-06-2009 06:00 AM,34,02-06-2009
01-04-2010 07:00 AM,33,01-04-2010
01-04-2010 08:00 AM,34,01-04-2010
01-06-2010 01:00 AM,34,01-06-2010
01-06-2010 04:00 AM,34,01-06-2010
01-06-2010 05:00 AM,33,01-06-2010
01-06-2010 06:00 AM,33,01-06-2010
01-06-2010 07:00 AM,32,01-06-2010
01-06-2010 08:00 AM,32,01-06-2010
01-07-2010 02:00 AM,32,01-07-2010
01-07-2010 03:00 AM,33,01-07-2010
01-07-2010 04:00 AM,34,01-07-2010
01-07-2010 05:00 AM,33,01-07-2010
01-07-2010 06:00 AM,33,01-07-2010
01-07-2010 07:00 AM,32,01-07-2010
01-07-2010 08:00 AM,31,01-07-2010
01-09-2010 04:00 AM,34,01-09-2010
01-09-2010 05:00 AM,33,01-09-2010
01-09-2010 06:00 AM,33,01-09-2010
01-09-2010 07:00 AM,31,01-09-2010
01-09-2010 08:00 AM,30,01-09-2010
01-09-2010 10:00 AM,33,01-09-2010
01-09-2010 11:00 AM,33,01-09-2010
01-09-2010 07:00 PM,34,01-09-2010
01-09-2010 08:00 PM,34,01-09-2010
01-09-2010 09:00 PM,33,01-09-2010
01-09-2010 10:00 PM,32,01-09-2010
01-09-2010 11:00 PM,31,01-09-2010
01-10-2010 12:00 AM,31,01-10-2010
01-10-2010 01:00 AM,30,01-10-2010
01-10-2010 02:00 AM,30,01-10-2010
01-10-2010 03:00 AM,30,01-10-2010
01-10-2010 04:00 AM,30,01-10-2010
01-10-2010 05:00 AM,30,01-10-2010
01-10-2010 06:00 AM,29,01-10-2010
01-10-2010 07:00 AM,29,01-10-2010
01-10-2010 08:00 AM,29,01-10-2010
01-10-2010 09:00 AM,32,01-10-2010
01-10-2010 09:00 PM,33,01-10-2010
01-10-2010 10:00 PM,34,01-10-2010
01-10-2010 11:00 PM,33,01-10-2010
01-11-2010 12:00 AM,32,01-11-2010
01-11-2010 01:00 AM,32,01-11-2010
01-11-2010 02:00 AM,31,01-11-2010
01-11-2010 03:00 AM,31,01-11-2010
01-11-2010 04:00 AM,31,01-11-2010
01-11-2010 05:00 AM,31,01-11-2010
01-11-2010 06:00 AM,29,01-11-2010
01-11-2010 07:00 AM,29,01-11-2010
01-11-2010 08:00 AM,31,01-11-2010
01-12-2010 12:00 AM,33,01-12-2010
01-12-2010 01:00 AM,33,01-12-2010
01-12-2010 02:00 AM,33,01-12-2010
01-12-2010 03:00 AM,34,01-12-2010
01-12-2010 04:00 AM,34,01-12-2010
01-12-2010 05:00 AM,34,01-12-2010
01-12-2010 06:00 AM,34,01-12-2010
01-12-2010 07:00 AM,29,01-12-2010
01-12-2010 08:00 AM,29,01-12-2010
12-08-2010 06:00 AM,34,12-08-2010
12-08-2010 07:00 AM,32,12-08-2010
12-14-2010 01:00 AM,34,12-14-2010
12-14-2010 02:00 AM,33,12-14-2010
12-14-2010 03:00 AM,32,12-14-2010
12-14-2010 04:00 AM,31,12-14-2010
12-14-2010 05:00 AM,30,12-14-2010
12-14-2010 06:00 AM,29,12-14-2010
12-14-2010 07:00 AM,29,12-14-2010
12-14-2010 08:00 AM,30,12-14-2010
12-14-2010 09:00 AM,32,12-14-2010
12-15-2010 12:00 AM,33,12-15-2010
12-15-2010 01:00 AM,34,12-15-2010
12-15-2010 03:00 AM,34,12-15-2010
12-15-2010 04:00 AM,32,12-15-2010
12-15-2010 05:00 AM,32,12-15-2010
12-15-2010 06:00 AM,32,12-15-2010
12-15-2010 07:00 AM,32,12-15-2010
12-16-2010 03:00 AM,34,12-16-2010
12-16-2010 04:00 AM,34,12-16-2010
12-16-2010 05:00 AM,34,12-16-2010
12-16-2010 07:00 AM,34,12-16-2010
12-27-2010 03:00 AM,33,12-27-2010
12-27-2010 04:00 AM,33,12-27-2010
12-27-2010 05:00 AM,33,12-27-2010
12-27-2010 06:00 AM,32,12-27-2010
12-27-2010 07:00 AM,31,12-27-2010
12-27-2010 08:00 AM,31,12-27-2010
12-27-2010 09:00 AM,34,12-27-2010
12-28-2010 03:00 AM,32,12-28-2010
12-28-2010 04:00 AM,33,12-28-2010
12-28-2010 05:00 AM,32,12-28-2010
12-28-2010 06:00 AM,32,12-28-2010
12-28-2010 07:00 AM,29,12-28-2010
12-28-2010 08:00 AM,31,12-28-2010
12-29-2010 12:00 AM,33,12-29-2010
12-29-2010 01:00 AM,33,12-29-2010
12-29-2010 02:00 AM,33,12-29-2010
12-29-2010 03:00 AM,32,12-29-2010
12-29-2010 04:00 AM,27,12-29-2010
12-29-2010 05:00 AM,29,12-29-2010
12-29-2010 06:00 AM,29,12-29-2010
12-29-2010 07:00 AM,29,12-29-2010
12-29-2010 08:00 AM,29,12-29-2010
01-13-2011 05:00 AM,34,01-13-2011
01-13-2011 06:00 AM,33,01-13-2011
01-13-2011 07:00 AM,33,01-13-2011
01-13-2011 08:00 AM,33,01-13-2011
01-04-2012 02:00 AM,34,01-04-2012
01-04-2012 03:00 AM,33,01-04-2012
01-04-2012 04:00 AM,33,01-04-2012
01-04-2012 05:00 AM,34,01-04-2012
01-04-2012 06:00 AM,34,01-04-2012
01-04-2012 07:00 AM,34,01-04-2012
01-05-2012 05:00 AM,34,01-05-2012
01-05-2012 06:00 AM,34,01-05-2012
01-05-2012 07:00 AM,34,01-05-2012
01-05-2012 08:00 AM,32,01-05-2012
01-15-2012 07:00 AM,34,01-15-2012
02-12-2012 06:00 AM,34,02-12-2012
02-12-2012 07:00 AM,33,02-12-2012
02-12-2012 08:00 AM,33,02-12-2012
12-23-2012 06:00 AM,34,12-23-2012
03-04-2013 03:00 AM,33,03-04-2013
03-04-2013 04:00 AM,33,03-04-2013
03-04-2013 05:00 AM,31,03-04-2013
01-07-2014 08:00 AM,34,01-07-2014
01-07-2014 09:00 AM,34,01-07-2014
01-19-2014 02:00 AM,34,01-19-2014
01-19-2014 03:00 AM,32,01-19-2014
01-19-2014 05:00 AM,34,01-19-2014
01-19-2014 07:00 AM,34,01-19-2014
02-20-2015 04:00 AM,34,02-20-2015
02-20-2015 05:00 AM,34,02-20-2015
02-20-2015 06:00 AM,33,02-20-2015
02-20-2015 07:00 AM,33,02-20-2015
01-04-2018 02:00 AM,34,01-04-2018
01-04-2018 03:00 AM,34,01-04-2018
01-04-2018 04:00 AM,33,01-04-2018
01-04-2018 05:00 AM,32,01-04-2018
01-04-2018 06:00 AM,33,01-04-2018
01-04-2018 07:00 AM,33,01-04-2018
01-04-2018 08:00 AM,34,01-04-2018
01-05-2018 06:00 AM,32,01-05-2018
01-05-2018 07:00 AM,32,01-05-2018
01-05-2018 08:00 AM,34,01-05-2018
01-18-2018 02:00 AM,34,01-18-2018
01-18-2018 03:00 AM,32,01-18-2018
01-18-2018 04:00 AM,30,01-18-2018
01-18-2018 05:00 AM,28,01-18-2018
01-18-2018 06:00 AM,28,01-18-2018
01-18-2018 07:00 AM,27,01-18-2018
01-18-2018 08:00 AM,28,01-18-2018
01-18-2018 09:00 AM,32,01-18-2018
